fund,year,return_type,dnb_compounded_annual_return,n_quarters,quarters_present,annual_sample_status
AVEBE,2020,return_after_ter,0.12092811235466683,4,"1,2,3,4",complete_year
AVEBE,2021,return_after_ter,0.18314074478833464,4,"1,2,3,4",complete_year
AVEBE,2022,return_after_ter,-0.16044056844534949,4,"1,2,3,4",complete_year
AVEBE,2023,return_after_ter,0.1731582121876709,4,"1,2,3,4",complete_year
AVEBE,2024,return_after_ter,0.17041266757830842,4,"1,2,3,4",complete_year
Abbott Nederland,2015,return_after_ter,-0.029529079276557346,4,"1,2,3,4",complete_year
Abbott Nederland,2016,return_after_ter,0.13775124294055963,4,"1,2,3,4",complete_year
Abbott Nederland,2017,return_after_ter,0.04209223728402889,4,"1,2,3,4",complete_year
Abbott Nederland,2018,return_after_ter,-0.013432059517143435,4,"1,2,3,4",complete_year
Abbott Nederland,2019,return_after_ter,0.2164635868414042,4,"1,2,3,4",complete_year
Abbott Nederland,2020,return_after_ter,0.15938769915334583,4,"1,2,3,4",complete_year
Abbott Nederland,2021,return_after_ter,-0.010491964142995025,4,"1,2,3,4",complete_year
Abbott Nederland,2022,return_after_ter,-0.3018124337120487,4,"1,2,3,4",complete_year
Abbott Nederland,2023,return_after_ter,0.09775153536476933,4,"1,2,3,4",complete_year
Abbott Nederland,2024,return_after_ter,0.1042122295789778,4,"1,2,3,4",complete_year
Achmea,2015,return_after_ter,0.0007567890683748413,4,"1,2,3,4",complete_year
Achmea,2016,return_after_ter,0.1008590858123759,4,"1,2,3,4",complete_year
Achmea,2017,return_after_ter,0.043273022614164214,4,"1,2,3,4",complete_year
Achmea,2018,return_after_ter,-0.019778230293896804,4,"1,2,3,4",complete_year
Achmea,2019,return_after_ter,0.17089756071850415,4,"1,2,3,4",complete_year
Achmea,2020,return_after_ter,0.120275790808412,4,"1,2,3,4",complete_year
Achmea,2021,return_after_ter,0.025915203519885077,4,"1,2,3,4",complete_year
Achmea,2022,return_after_ter,-0.22449043273886882,4,"1,2,3,4",complete_year
Achmea,2023,return_after_ter,0.08316752466420407,4,"1,2,3,4",complete_year
Achmea,2024,return_after_ter,0.07854471165000598,4,"1,2,3,4",complete_year
Alliance,2015,return_after_ter,0.024162620786750466,4,"1,2,3,4",complete_year
Alliance,2016,return_after_ter,0.057429654866577584,4,"1,2,3,4",complete_year
Alliance,2017,return_after_ter,0.04103169346785385,4,"1,2,3,4",complete_year
Alliance,2018,return_after_ter,-0.02695436193952694,4,"1,2,3,4",complete_year
Alliance,2019,return_after_ter,0.22733931180974487,4,"1,2,3,4",complete_year
Alliance,2020,return_after_ter,0.08650783882325919,4,"1,2,3,4",complete_year
Alliance,2021,return_after_ter,0.05532799282901557,4,"1,2,3,4",complete_year
Alliance,2022,return_after_ter,-0.2978497375471957,4,"1,2,3,4",complete_year
Alliance,2023,return_after_ter,0.10955501184881289,4,"1,2,3,4",complete_year
Alliance,2024,return_after_ter,0.09734268302540428,4,"1,2,3,4",complete_year
Apothekers,2015,return_after_ter,-0.00787561746996146,4,"1,2,3,4",complete_year
Apothekers,2016,return_after_ter,0.10554391588480527,4,"1,2,3,4",complete_year
Apothekers,2017,return_after_ter,0.060503900770287,4,"1,2,3,4",complete_year
Apothekers,2018,return_after_ter,-0.03740094300640229,4,"1,2,3,4",complete_year
Apothekers,2019,return_after_ter,0.17827533389554007,4,"1,2,3,4",complete_year
Apothekers,2020,return_after_ter,0.10999497770127786,4,"1,2,3,4",complete_year
Apothekers,2021,return_after_ter,-0.005982110889535708,4,"1,2,3,4",complete_year
Apothekers,2022,return_after_ter,-0.18375699923273492,4,"1,2,3,4",complete_year
Apothekers,2023,return_after_ter,0.07477110908188989,4,"1,2,3,4",complete_year
Apothekers,2024,return_after_ter,0.08496308617203119,4,"1,2,3,4",complete_year
Architectenbureaus,2015,return_after_ter,0.003393202724598865,4,"1,2,3,4",complete_year
Architectenbureaus,2016,return_after_ter,0.11560975828977482,4,"1,2,3,4",complete_year
Architectenbureaus,2017,return_after_ter,0.057757949410749854,4,"1,2,3,4",complete_year
Architectenbureaus,2018,return_after_ter,-0.0030560630448077664,4,"1,2,3,4",complete_year
Architectenbureaus,2019,return_after_ter,0.18450089912417988,4,"1,2,3,4",complete_year
Architectenbureaus,2020,return_after_ter,0.1187900095992862,4,"1,2,3,4",complete_year
Architectenbureaus,2021,return_after_ter,0.034501887373156404,4,"1,2,3,4",complete_year
Architectenbureaus,2022,return_after_ter,-0.24602794949357087,4,"1,2,3,4",complete_year
Architectenbureaus,2023,return_after_ter,0.1037296436219981,4,"1,2,3,4",complete_year
Architectenbureaus,2024,return_after_ter,0.11307772732704091,4,"1,2,3,4",complete_year
Atos Origin,2015,return_after_ter,0.014941583497982913,4,"1,2,3,4",complete_year
Atos Origin,2016,return_after_ter,0.055649279067698565,4,"1,2,3,4",complete_year
Atos Origin,2017,return_after_ter,0.025697519558314896,4,"1,2,3,4",complete_year
Atos Origin,2018,return_after_ter,-0.02540769636333451,4,"1,2,3,4",complete_year
Atos Origin,2019,return_after_ter,0.11032125659195224,4,"1,2,3,4",complete_year
Atos Origin,2020,return_after_ter,0.03768855019869033,4,"1,2,3,4",complete_year
Atos Origin,2021,return_after_ter,0.024401527899890585,4,"1,2,3,4",complete_year
Atos Origin,2022,return_after_ter,-0.161396274409061,4,"1,2,3,4",complete_year
Atos Origin,2023,return_after_ter,0.11188669173917098,4,"1,2,3,4",complete_year
Atos Origin,2024,return_after_ter,0.090741378789297,4,"1,2,3,4",complete_year
Avery Dennison,2015,return_after_ter,-0.02683276744862173,4,"1,2,3,4",complete_year
Avery Dennison,2016,return_after_ter,0.10892465285308783,4,"1,2,3,4",complete_year
Avery Dennison,2017,return_after_ter,0.0370639361751246,4,"1,2,3,4",complete_year
Avery Dennison,2018,return_after_ter,-0.022053030152067277,4,"1,2,3,4",complete_year
Avery Dennison,2019,return_after_ter,0.23296361119030573,4,"1,2,3,4",complete_year
Avery Dennison,2020,return_after_ter,0.1443610877659547,4,"1,2,3,4",complete_year
Avery Dennison,2021,return_after_ter,0.04020111224642031,4,"1,2,3,4",complete_year
Avery Dennison,2022,return_after_ter,-0.27845310267764345,4,"1,2,3,4",complete_year
Avery Dennison,2023,return_after_ter,0.1056081060983558,4,"1,2,3,4",complete_year
Avery Dennison,2024,return_after_ter,0.09434856074176379,4,"1,2,3,4",complete_year
BPF Foodservice,2015,return_after_ter,-0.018649351049259355,4,"1,2,3,4",complete_year
BPF Foodservice,2016,return_after_ter,0.12541731742119233,4,"1,2,3,4",complete_year
BPF Foodservice,2017,return_after_ter,0.00361424666072252,4,"1,2,3,4",complete_year
BPF Foodservice,2018,return_after_ter,0.001345082775915163,4,"1,2,3,4",complete_year
BPF Foodservice,2019,return_after_ter,0.22674145816218982,4,"1,2,3,4",complete_year
BPF Foodservice,2020,return_after_ter,0.13391532588116073,4,"1,2,3,4",complete_year
BPF Foodservice,2021,return_after_ter,0.02040047716147053,4,"1,2,3,4",complete_year
BPF Foodservice,2022,return_after_ter,-0.2625423837468025,4,"1,2,3,4",complete_year
BPF Foodservice,2023,return_after_ter,0.08828756793886439,4,"1,2,3,4",complete_year
BPF Foodservice,2024,return_after_ter,0.08549008804782976,4,"1,2,3,4",complete_year
BPL,2015,return_after_ter,0.018677566087917707,4,"1,2,3,4",complete_year
BPL,2016,return_after_ter,0.10385915688104141,4,"1,2,3,4",complete_year
BPL,2017,return_after_ter,0.06308671593480342,4,"1,2,3,4",complete_year
BPL,2018,return_after_ter,-0.008730836737781966,4,"1,2,3,4",complete_year
BPL,2019,return_after_ter,0.17718831336512086,4,"1,2,3,4",complete_year
BPL,2020,return_after_ter,0.07992856978305363,4,"1,2,3,4",complete_year
BPL,2021,return_after_ter,0.07079786782568731,4,"1,2,3,4",complete_year
BPL,2022,return_after_ter,-0.17565310312539306,4,"1,2,3,4",complete_year
BPL,2023,return_after_ter,0.08268687741295078,4,"1,2,3,4",complete_year
BPL,2024,return_after_ter,0.09215203241058867,4,"1,2,3,4",complete_year
Bakkersbedrijf BPF,2015,return_after_ter,0.0025372558102916276,4,"1,2,3,4",complete_year
Bakkersbedrijf BPF,2016,return_after_ter,0.09573275692003547,4,"1,2,3,4",complete_year
Bakkersbedrijf BPF,2017,return_after_ter,0.03302683901128578,4,"1,2,3,4",complete_year
Bakkersbedrijf BPF,2018,return_after_ter,-0.018760799464052624,4,"1,2,3,4",complete_year
Bakkersbedrijf BPF,2019,return_after_ter,0.15071848922808995,4,"1,2,3,4",complete_year
Bakkersbedrijf BPF,2020,return_after_ter,0.08396248401432937,4,"1,2,3,4",complete_year
Bakkersbedrijf BPF,2021,return_after_ter,0.03054055344503448,4,"1,2,3,4",complete_year
Bakkersbedrijf BPF,2022,return_after_ter,-0.24391666560924385,4,"1,2,3,4",complete_year
Bakkersbedrijf BPF,2023,return_after_ter,0.08401670453499666,4,"1,2,3,4",complete_year
Bakkersbedrijf BPF,2024,return_after_ter,0.09413080767899618,4,"1,2,3,4",complete_year
Banden- en Wielenbranche,2015,return_after_ter,-0.030286615355165636,4,"1,2,3,4",complete_year
Banden- en Wielenbranche,2016,return_after_ter,0.11594371106149426,4,"1,2,3,4",complete_year
Banden- en Wielenbranche,2017,return_after_ter,0.008386751234035206,4,"1,2,3,4",complete_year
Banden- en Wielenbranche,2018,return_after_ter,-0.013979165447698727,4,"1,2,3,4",complete_year
Banden- en Wielenbranche,2019,return_after_ter,0.24127154536423379,4,"1,2,3,4",complete_year
Banden- en Wielenbranche,2020,return_after_ter,0.12480930410775981,4,"1,2,3,4",complete_year
Banden- en Wielenbranche,2021,return_after_ter,-0.028853385631238848,4,"1,2,3,4",complete_year
Banden- en Wielenbranche,2022,return_after_ter,-0.31711799971603005,4,"1,2,3,4",complete_year
Banden- en Wielenbranche,2023,return_after_ter,0.07236455671567876,4,"1,2,3,4",complete_year
Banden- en Wielenbranche,2024,return_after_ter,0.08050839241644625,4,"1,2,3,4",complete_year
Beroepsvervoer over de Weg,2015,return_after_ter,-0.016117960042073554,4,"1,2,3,4",complete_year
Beroepsvervoer over de Weg,2016,return_after_ter,0.1265351252632807,4,"1,2,3,4",complete_year
Beroepsvervoer over de Weg,2017,return_after_ter,0.04344975090583714,4,"1,2,3,4",complete_year
Beroepsvervoer over de Weg,2018,return_after_ter,-0.016311961813853304,4,"1,2,3,4",complete_year
Beroepsvervoer over de Weg,2019,return_after_ter,0.23432804347848868,4,"1,2,3,4",complete_year
Beroepsvervoer over de Weg,2020,return_after_ter,0.14068263322005436,4,"1,2,3,4",complete_year
Beroepsvervoer over de Weg,2021,return_after_ter,0.003599350009635627,4,"1,2,3,4",complete_year
Beroepsvervoer over de Weg,2022,return_after_ter,-0.2930113857727391,4,"1,2,3,4",complete_year
Beroepsvervoer over de Weg,2023,return_after_ter,0.09574041991327009,4,"1,2,3,4",complete_year
Beroepsvervoer over de Weg,2024,return_after_ter,0.0842232352535679,4,"1,2,3,4",complete_year
Betonproduktenindustrie,2015,return_after_ter,-0.016895776516737793,4,"1,2,3,4",complete_year
Betonproduktenindustrie,2016,return_after_ter,0.12517538004807682,4,"1,2,3,4",complete_year
Betonproduktenindustrie,2017,return_after_ter,0.04384936748073098,4,"1,2,3,4",complete_year
Betonproduktenindustrie,2018,return_after_ter,-0.019922060472352232,4,"1,2,3,4",complete_year
Betonproduktenindustrie,2019,return_after_ter,0.19396875482910136,4,"1,2,3,4",complete_year
Betonproduktenindustrie,2020,return_after_ter,0.14367562746786455,4,"1,2,3,4",complete_year
Betonproduktenindustrie,2021,return_after_ter,0.009895749964261125,4,"1,2,3,4",complete_year
Betonproduktenindustrie,2022,return_after_ter,-0.32260547807714024,4,"1,2,3,4",complete_year
Betonproduktenindustrie,2023,return_after_ter,0.08604270278871962,4,"1,2,3,4",complete_year
Betonproduktenindustrie,2024,return_after_ter,0.07613707010528037,4,"1,2,3,4",complete_year
Bibliotheken openbare,2015,return_after_ter,0.01256073250948142,4,"1,2,3,4",complete_year
Bibliotheken openbare,2016,return_after_ter,0.10301548989544984,4,"1,2,3,4",complete_year
Bibliotheken openbare,2017,return_after_ter,0.044191795266887546,4,"1,2,3,4",complete_year
Bibliotheken openbare,2018,return_after_ter,-0.010378179654411679,4,"1,2,3,4",complete_year
Bibliotheken openbare,2019,return_after_ter,0.17642111127308957,4,"1,2,3,4",complete_year
Bibliotheken openbare,2020,return_after_ter,0.08239125288601024,4,"1,2,3,4",complete_year
Bibliotheken openbare,2021,return_after_ter,0.05330366627875249,4,"1,2,3,4",complete_year
Bibliotheken openbare,2022,return_after_ter,-0.21245754817828144,4,"1,2,3,4",complete_year
Bibliotheken openbare,2023,return_after_ter,0.11475779289573462,4,"1,2,3,4",complete_year
Bibliotheken openbare,2024,return_after_ter,0.10100800299103607,4,"1,2,3,4",complete_year
Bisdommen,2015,return_after_ter,0.00783452389552508,4,"1,2,3,4",complete_year
Bisdommen,2016,return_after_ter,0.09069252136763706,4,"1,2,3,4",complete_year
Bisdommen,2017,return_after_ter,0.047124970827397306,4,"1,2,3,4",complete_year
Bisdommen,2018,return_after_ter,-0.0003336231827857361,4,"1,2,3,4",complete_year
Bisdommen,2019,return_after_ter,0.15284327542101317,4,"1,2,3,4",complete_year
Bisdommen,2020,return_after_ter,0.0990494213727402,4,"1,2,3,4",complete_year
Bisdommen,2021,return_after_ter,0.04161389379040448,4,"1,2,3,4",complete_year
Bisdommen,2022,return_after_ter,-0.18435983131487366,4,"1,2,3,4",complete_year
Bisdommen,2023,return_after_ter,0.08527501702989304,4,"1,2,3,4",complete_year
Bisdommen,2024,return_after_ter,0.06734769627530612,4,"1,2,3,4",complete_year
Bouwmaterialen,2015,return_after_ter,-0.026689723672780885,4,"1,2,3,4",complete_year
Bouwmaterialen,2016,return_after_ter,0.11599036296066467,4,"1,2,3,4",complete_year
Bouwmaterialen,2017,return_after_ter,0.045352021867179904,4,"1,2,3,4",complete_year
Bouwmaterialen,2018,return_after_ter,0.004798128050285788,4,"1,2,3,4",complete_year
Bouwmaterialen,2019,return_after_ter,0.17168509060505155,4,"1,2,3,4",complete_year
Bouwmaterialen,2020,return_after_ter,0.10916699630526683,4,"1,2,3,4",complete_year
Bouwmaterialen,2021,return_after_ter,0.0067321864823739475,4,"1,2,3,4",complete_year
Bouwmaterialen,2022,return_after_ter,-0.2616046800749783,4,"1,2,3,4",complete_year
Bouwmaterialen,2023,return_after_ter,0.09047893088298453,4,"1,2,3,4",complete_year
Bouwmaterialen,2024,return_after_ter,0.07740589752425953,4,"1,2,3,4",complete_year
Bouwnijverheid,2015,return_after_ter,0.0031176147457812053,4,"1,2,3,4",complete_year
Bouwnijverheid,2016,return_after_ter,0.11400167383205373,4,"1,2,3,4",complete_year
Bouwnijverheid,2017,return_after_ter,0.055183445131828046,4,"1,2,3,4",complete_year
Bouwnijverheid,2018,return_after_ter,-0.00463868987666749,4,"1,2,3,4",complete_year
Bouwnijverheid,2019,return_after_ter,0.12637530025469768,4,"1,2,3,4",complete_year
Bouwnijverheid,2020,return_after_ter,0.06422260779228806,4,"1,2,3,4",complete_year
Bouwnijverheid,2021,return_after_ter,0.08620313005268487,4,"1,2,3,4",complete_year
Bouwnijverheid,2022,return_after_ter,-0.2209842894379448,4,"1,2,3,4",complete_year
Bouwnijverheid,2023,return_after_ter,0.06930355294130086,4,"1,2,3,4",complete_year
Bouwnijverheid,2024,return_after_ter,0.06637001578342483,4,"1,2,3,4",complete_year
British American Tobacco,2015,return_after_ter,0.011154880025670888,4,"1,2,3,4",complete_year
British American Tobacco,2016,return_after_ter,0.05814846567109999,4,"1,2,3,4",complete_year
British American Tobacco,2017,return_after_ter,0.03330112872936919,4,"1,2,3,4",complete_year
British American Tobacco,2018,return_after_ter,-0.025031486793323454,4,"1,2,3,4",complete_year
British American Tobacco,2019,return_after_ter,0.09202297211857902,4,"1,2,3,4",complete_year
British American Tobacco,2020,return_after_ter,0.05583997285353548,4,"1,2,3,4",complete_year
British American Tobacco,2021,return_after_ter,0.031958082246532404,4,"1,2,3,4",complete_year
British American Tobacco,2022,return_after_ter,-0.12059870449093746,4,"1,2,3,4",complete_year
British American Tobacco,2023,return_after_ter,0.11451558257598515,4,"1,2,3,4",complete_year
British American Tobacco,2024,return_after_ter,0.020023647032227032,4,"1,2,3,4",complete_year
Brocacef,2015,return_after_ter,-0.000733677403600197,4,"1,2,3,4",complete_year
Brocacef,2016,return_after_ter,0.07832540063377946,4,"1,2,3,4",complete_year
Brocacef,2017,return_after_ter,0.047091394170263756,4,"1,2,3,4",complete_year
Brocacef,2018,return_after_ter,-0.016338554647071235,4,"1,2,3,4",complete_year
Brocacef,2019,return_after_ter,0.1752289631731032,4,"1,2,3,4",complete_year
Brocacef,2020,return_after_ter,0.07992350701208095,4,"1,2,3,4",complete_year
Brocacef,2021,return_after_ter,0.0268136739720104,4,"1,2,3,4",complete_year
Brocacef,2022,return_after_ter,-0.23230922764164386,4,"1,2,3,4",complete_year
Brocacef,2023,return_after_ter,0.10011797373551601,4,"1,2,3,4",complete_year
Brocacef,2024,return_after_ter,0.085400955373937,4,"1,2,3,4",complete_year
CRH,2015,return_after_ter,0.010587516701183297,4,"1,2,3,4",complete_year
CRH,2016,return_after_ter,0.05737273209247151,4,"1,2,3,4",complete_year
CRH,2017,return_after_ter,0.04336743775532437,4,"1,2,3,4",complete_year
CRH,2018,return_after_ter,-0.03027332828322904,4,"1,2,3,4",complete_year
CRH,2019,return_after_ter,0.15607386907626375,4,"1,2,3,4",complete_year
CRH,2020,return_after_ter,0.07814631885905388,4,"1,2,3,4",complete_year
CRH,2021,return_after_ter,0.03922481281198431,4,"1,2,3,4",complete_year
CRH,2022,return_after_ter,-0.24307974420764122,4,"1,2,3,4",complete_year
CRH,2023,return_after_ter,0.11263736582598916,4,"1,2,3,4",complete_year
CRH,2024,return_after_ter,0.08786395510987766,4,"1,2,3,4",complete_year
Calpam,2015,return_after_ter,0.020813315158262347,4,"1,2,3,4",complete_year
Calpam,2016,return_after_ter,0.06822420432819842,4,"1,2,3,4",complete_year
Calpam,2017,return_after_ter,0.020854246077197436,4,"1,2,3,4",complete_year
Calpam,2018,return_after_ter,0.0002462317820515203,4,"1,2,3,4",complete_year
Calpam,2019,return_after_ter,0.12409087546840913,4,"1,2,3,4",complete_year
Calpam,2020,return_after_ter,0.037221336668102234,4,"1,2,3,4",complete_year
Calpam,2021,return_after_ter,0.059503092104167266,4,"1,2,3,4",complete_year
Calpam,2022,return_after_ter,-0.16267478634035415,4,"1,2,3,4",complete_year
Calpam,2023,return_after_ter,0.05318545954258935,4,"1,2,3,4",complete_year
Calpam,2024,return_after_ter,0.06298263501364976,4,"1,2,3,4",complete_year
Campina,2015,return_after_ter,0.0053829798476243695,4,"1,2,3,4",complete_year
Campina,2016,return_after_ter,0.09538493351165456,4,"1,2,3,4",complete_year
Campina,2017,return_after_ter,0.05027712094519665,4,"1,2,3,4",complete_year
Campina,2018,return_after_ter,-0.032775536392125715,4,"1,2,3,4",complete_year
Campina,2019,return_after_ter,0.18254512989282556,4,"1,2,3,4",complete_year
Campina,2020,return_after_ter,0.07433999583221618,4,"1,2,3,4",complete_year
Campina,2021,return_after_ter,0.040156018029147145,4,"1,2,3,4",complete_year
Campina,2022,return_after_ter,-0.2115266875977686,4,"1,2,3,4",complete_year
Campina,2023,return_after_ter,0.093829827242355,4,"1,2,3,4",complete_year
Campina,2024,return_after_ter,0.06906554176969393,4,"1,2,3,4",complete_year
Cap Gemini Nederland,2015,return_after_ter,-0.013482769118530857,4,"1,2,3,4",complete_year
Cap Gemini Nederland,2016,return_after_ter,0.10919049487021382,4,"1,2,3,4",complete_year
Cap Gemini Nederland,2017,return_after_ter,0.026993440084645437,4,"1,2,3,4",complete_year
Cap Gemini Nederland,2018,return_after_ter,-0.015237330213120459,4,"1,2,3,4",complete_year
Cap Gemini Nederland,2019,return_after_ter,0.2025518546738594,4,"1,2,3,4",complete_year
Cap Gemini Nederland,2020,return_after_ter,0.13606006189480024,4,"1,2,3,4",complete_year
Cap Gemini Nederland,2021,return_after_ter,0.00508862732112858,4,"1,2,3,4",complete_year
Cap Gemini Nederland,2022,return_after_ter,-0.2707650704659621,4,"1,2,3,4",complete_year
Cap Gemini Nederland,2023,return_after_ter,0.09847059242429745,4,"1,2,3,4",complete_year
Cap Gemini Nederland,2024,return_after_ter,0.07471106785692627,4,"1,2,3,4",complete_year
Cargill,2015,return_after_ter,-0.019948795212034964,4,"1,2,3,4",complete_year
Cargill,2016,return_after_ter,0.07186202099052807,4,"1,2,3,4",complete_year
Cargill,2017,return_after_ter,0.01851411624539967,4,"1,2,3,4",complete_year
Cargill,2018,return_after_ter,-0.009648363520321834,3,"1,2,4",incomplete_year
Cargill,2019,return_after_ter,0.17572183414059195,4,"1,2,3,4",complete_year
Cargill,2020,return_after_ter,0.11412700680721066,4,"1,2,3,4",complete_year
Cargill,2021,return_after_ter,-0.0030254679933409134,4,"1,2,3,4",complete_year
Cargill,2022,return_after_ter,-0.2376636976114972,4,"1,2,3,4",complete_year
Cargill,2023,return_after_ter,0.09166926110123774,4,"1,2,3,4",complete_year
Cargill,2024,return_after_ter,0.05290471836915933,4,"1,2,3,4",complete_year
Citigroup Nederland,2015,return_after_ter,-0.028986775819737298,4,"1,2,3,4",complete_year
Citigroup Nederland,2016,return_after_ter,0.08548607615909365,4,"1,2,3,4",complete_year
Citigroup Nederland,2017,return_after_ter,0.04414947463781482,4,"1,2,3,4",complete_year
Citigroup Nederland,2018,return_after_ter,-0.03632495948452963,4,"1,2,3,4",complete_year
Citigroup Nederland,2019,return_after_ter,0.1489803504042979,4,"1,2,3,4",complete_year
Citigroup Nederland,2020,return_after_ter,0.15773757435210745,4,"1,2,3,4",complete_year
Citigroup Nederland,2021,return_after_ter,0.005459747375275992,4,"1,2,3,4",complete_year
Citigroup Nederland,2022,return_after_ter,-0.2652426586072648,4,"1,2,3,4",complete_year
Citigroup Nederland,2023,return_after_ter,0.10518898709589752,4,"1,2,3,4",complete_year
Citigroup Nederland,2024,return_after_ter,0.0783673616485221,4,"1,2,3,4",complete_year
Coram,2015,return_after_ter,-0.0153080527829218,4,"1,2,3,4",complete_year
Coram,2016,return_after_ter,0.07782264811761874,4,"1,2,3,4",complete_year
Coram,2017,return_after_ter,0.058110760209430845,4,"1,2,3,4",complete_year
Coram,2018,return_after_ter,-0.03734517293915751,4,"1,2,3,4",complete_year
Coram,2019,return_after_ter,0.18675776002640898,4,"1,2,3,4",complete_year
Coram,2020,return_after_ter,0.10758418565806616,4,"1,2,3,4",complete_year
Coram,2021,return_after_ter,0.03689554154567132,4,"1,2,3,4",complete_year
Coram,2022,return_after_ter,-0.2611483632708641,4,"1,2,3,4",complete_year
Coram,2023,return_after_ter,0.1221214809287432,4,"1,2,3,4",complete_year
Coram,2024,return_after_ter,0.07750783943884931,3,"1,2,3",incomplete_year
Cosun,2015,return_after_ter,-0.022120853054667378,4,"1,2,3,4",complete_year
Cosun,2016,return_after_ter,0.1029106041952439,4,"1,2,3,4",complete_year
Cosun,2017,return_after_ter,0.04091093758832298,4,"1,2,3,4",complete_year
